canon,target_type,y_true,y_pred_chemprop,y_pred_lgb_mono,y_pred_lgb_ext,y_pred_blend
*C(=C(C#N)c1ccc(C(=O)OC2CCN(*)CC2)cc1)c1ccc(OC)cc1,tg,183.0,169.01519775390625,160.12616233534996,162.92344707482553,165.2951245122076
*C(=C([2H])C([2H])([2H])C(*)([2H])[2H])C([2H])([2H])[2H],tg,-58.0,20.095415115356445,1.6927846069110772,19.028533783821636,15.437074568328885
*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(F)cc2)cc1OC)c1ccc(F)cc1,tg,193.0,194.7730255126953,179.96630748912105,183.10454925258193,188.17538372288905
*C(=Cc1cc(OC)c(C=C(c2ccc(*)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,tg,170.0,175.8757781982422,174.24835813888953,180.4476736381984,176.69385150536027
*C(=Cc1cc(OC)c(C=C(c2ccc(F)cc2)c2ccc(-c3ccc(*)cc3)cc2)cc1OC)c1ccc(F)cc1,tg,201.0,199.6184234619141,199.59680772261328,209.59101671702604,202.24207373208702
*C(=Cc1cc(OC)c(C=C(c2ccc(F)cc2)c2ccc3cc(*)ccc3c2)cc1OC)c1ccc(F)cc1,tg,208.0,199.97056579589844,211.56985743928735,212.3667326536099,205.99713409600406
*C(=Cc1cc(OC)c(C=C(c2ccccc2)c2ccc3cc(*)ccc3c2)cc1OC)c1ccccc1,tg,198.0,197.8033905029297,209.0949534923709,202.80246657641655,201.80687978941802
*C(=Cc1ccc(C=C(c2ccccc2)c2ccc(-c3ccc(*)cc3)cc2)cc1)c1ccccc1,tg,220.0,218.5597686767578,235.40499035374577,221.38870750875583,223.31215706505665
*C(=NCCCCCC)N(*)CCCCCC,egc,4.3588,4.349914073944092,4.74915543740091,4.837364267361378,4.5699986105058255
*C(=Nc1ccccc1)c1ccc(-c2ccc(*)cc2)cc1,tg,225.0,203.4249267578125,215.8848872122245,228.0981239990312,212.8924521158159
*C(=O)C(=S)OC(*)=S,egb,1.4146,1.3012514114379885,1.6784503954415926,1.7305461137488067,1.4310566120721628
*C(=O)C(=S)OC(*)=S,eps,6.46,6.640922546386719,6.246024288167895,6.164634998603749,6.377308030780459
*C(=O)C(=S)OC(*)=S,nc,2.3004,2.2867355346679688,2.267802807204184,2.2766684711367473,2.278044528319324
*C(=O)C(F)(F)C(=O)C(*)(F)F,egb,3.1408,3.6765310764312744,4.403450614482631,4.316517927152953,3.904367400393026
*C(=O)C(F)(F)CC(*)(F)F,eea,3.352,3.0756092071533203,1.732175533486935,1.6429089396940806,2.661919116386472
*C(=O)C(F)(F)CC(*)(F)F,egb,4.9978,4.529435634613037,5.097359438204716,5.046230817389253,4.709438661626365
*C(=O)C(F)(F)CC(*)(F)F,egc,4.9534,5.185436725616455,6.550816077184346,6.576699021249757,5.831681571202342
*C(=O)C(F)(F)CC(*)(F)F,ei,8.1829,8.23546028137207,8.290758455436618,8.300122814673847,8.27738699037044
*C(=O)C(F)(F)CC(*)(F)F,nc,1.6107,1.626731514930725,1.615343923976861,1.6191834303891548,1.621504078711347
*C(=O)C(F)(F)NC(*)(F)F,egb,5.0875,4.7735514640808105,4.739955074618209,4.883550994149255,4.779650456122893
*C(=O)C(F)(F)NC(*)(F)F,egc,4.8818,5.2479248046875,5.51930548500145,5.553326303330654,5.387515261736397
*C(=O)C(F)(F)NC(*)(F)F,ei,8.5584,8.549259185791016,8.410772749762739,8.114509111923844,8.268452584421576
*C(=O)C(O)c1ccc(*)s1,egc,4.0132,3.799293756484986,4.060431764652068,3.87379778968346,3.8489571171429797
*C(=O)C1C2C=CC(C2)C1*,tg,85.5,164.51170349121094,123.06924885941068,146.04047044496963,149.78547152421083
*C(=O)C1CC(OC(=O)CCC)CN1*,egc,5.4104,5.038520336151123,5.597109908394053,5.638638099298135,5.314845126512883
*C(=O)C1CC(OC(C)=O)CN1*,egc,4.1614,5.441743850708008,5.631516730638539,5.644423976882392,5.535157650591941
*C(=O)C1CCCN1*,egc,5.5773,4.487462520599365,5.120262916726917,5.234266924476021,4.826338517279245
*C(=O)CC(F)(F)C(*)(F)F,egb,5.0395,6.084161281585693,5.302668896207968,5.128294121570213,5.807311239544753
*C(=O)CC(F)(F)C(*)(F)F,ei,7.9225,8.01856517791748,8.31278743407753,8.360436920947048,8.240240918383776
*C(=O)CC(F)(F)C(*)(F)F,nc,1.6044,1.6186529397964478,1.6143907149825305,1.624355381592103,1.6166963794969365
*C(=O)CCC1(CCC(=O)N2CCN(*)CC2)c2ccccc2-c2ccccc21,tg,145.0,130.28399658203125,144.2258462213396,117.15371162940006,130.1389340457778
*C(=O)CCCCC(=O)N1CCN(*)CC1,egc,5.6091,5.531164646148682,5.405506955015664,5.532009240728263,5.521428318448887
*C(=O)CCCCCCCCC(=O)N1CC(C)N(*)CC1C,tg,-60.5,41.84597396850586,75.79654344473153,65.08066062177976,56.04589747925251
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,tg,70.4,-28.53330421447754,4.6105930870843,8.893865139935079,-10.784088305215253
*C(=O)CCCCCCCCC(=O)NC1CCCCN(*)C1,tg,-46.5,53.814971923828125,67.90720906278679,58.95265962269191,58.521146385665496
*C(=O)CCN(C)CCN(C)CCC(=O)N1CCN(*)CC1,egc,4.9845,4.632435321807861,5.243171902293315,5.242755509921159,4.916873152633791
*C(=O)CCN1CCN(CCC(=O)N2CCN(*)C(C)C2)CC1,egc,4.9509,4.940944194793701,4.817117924539196,5.021952759794092,4.962291034936021
*C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1*,egc,5.248,5.270601272583008,5.39710403581687,5.657520551172604,5.430049334501573
*C(=O)COCC(=O)N1CCN(*)CC1,egc,5.5847,5.5179619789123535,5.570739382462984,5.5564653449799,5.5370472694118815
*C(=O)N(*)C(C)C(C)=O,egc,4.4468,5.0087127685546875,5.26239840488918,5.324360832284416,5.150840570160575
*C(=O)N1C(=O)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)(C)C1=O,tg,156.0,246.2211151123047,263.09763713245303,263.45492965214544,254.77809676991666
*C(=O)N1C(=S)N(C(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)C(C)=C(C(=O)OCC)C1c1ccccc1,tg,155.0,210.9897003173828,244.14788383041596,248.4470563948772,228.75027150438007
*C(=O)N1CC(=O)N(C(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)C1=O,egc,3.533,3.3508522510528564,3.1492780027856373,3.1679160170936576,3.2641129077219992
*C(=O)NC(=O)c1ccc(*)cc1,egc,4.4505,3.772184133529663,4.323693870451945,4.498984901458264,4.096830919919554
*C(=O)NC(=O)c1ccc(*)cc1,eps,4.45,4.9759955406188965,4.443397910105509,4.408932154961752,4.6359701634717485
*C(=O)NC(=O)c1ccc(*)cc1,nc,1.8899,2.004977226257324,1.9343187898115592,1.9815623323191316,1.9725417031183525
*C(=O)NC(F)(F)C(*)(F)F,egb,5.4991,6.083430767059326,5.019830192938217,5.020776995978469,5.735028360867875
*C(=O)NC(F)(F)C(*)(F)F,egc,5.8517,5.960649013519287,5.8512103567230165,5.8613853040569,5.913578115070274
*C(=O)NC(F)(F)C(*)(F)F,ei,8.3456,7.227967739105225,8.497224375942611,7.9888177389342925,7.724166484301451
*C(=O)NC(F)(F)C(*)(F)F,eps,3.53,3.9056241512298584,4.150018297304847,4.113736721706905,4.0509217837008675
*C(=O)NC1CCC(CC2CCC(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC2)CC1,tg,275.0,245.9259796142578,227.6947675240956,206.23907499353993,231.12811107532028
*C(=O)NC1CCCC(*)O1,egc,6.2047,6.042236804962158,5.832895626052672,5.848956613571028,5.950883617608699
*C(=O)NC1CCCC(*)O1,tg,145.0,125.35083770751952,140.27288491498194,140.42195810125256,132.8728532820524
*C(=O)NCCCCCCCCCCNC(=O)c1ccc(*)nc1,egc,4.5311,4.826785087585449,4.658198190881885,4.584128232822143,4.719640157539091
*C(=O)NCCCCCCNC(=O)C1=COC=C(*)O1,egc,4.4645,4.507607936859131,4.682262860742471,4.711809452413128,4.600398266364314
*C(=O)NCCCCCCNC(=O)C1COC(*)CO1,egc,5.8235,5.617116451263428,5.868104065437185,5.8922774830103615,5.7434036332714316
*C(=O)NCCCCCCNC(=O)N1CCN(*)CC1,egc,5.4634,5.444899082183838,5.5840836193483865,5.4859014246411295,5.471867975737609
*C(=O)NCCCCCCNC(=O)c1cc(O)cc(*)n1,egc,4.8984,4.7956929206848145,4.570971236558057,4.454210324789276,4.64591451590416
*C(=O)NCCCCCCNC(=O)c1ccc(*)nc1,egc,4.574,4.735575199127197,4.823562528987045,4.806633985197682,4.7700436280191685
*C(=O)NCCCCCCNC(=O)c1cccc(*)n1,egc,4.786,4.845395565032959,4.915663571162297,4.887141741022966,4.86713289797099
*C(=O)NCCCCCCNC(=O)c1cncc(*)c1,egc,4.9388,4.992006778717041,4.741247183116218,4.8359979526317876,4.911720530910407
*C(=O)NCCCCCCNC(=O)c1cnn(*)c1,egc,5.1584,4.832468509674072,4.173145034608517,4.743917436613643,4.7454987489116185
*C(=O)NCCN(CCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,tg,178.0,184.0415802001953,187.8000315936017,201.30719236177643,189.48677983660468
*C(=O)NCCN(CCNC(=O)c1cccc(N2C(=O)c3ccc(*)cc3C2=O)c1)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,tg,178.0,181.1670684814453,184.97435862535048,200.5664934524156,187.1863610185645
*C(=O)NCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,tg,235.0,237.7242431640625,250.4411204379683,266.1821238300751,248.25052543037083
*C(=O)NNC(=O)C(=O)NNC(=O)c1cncc(*)n1,egc,4.3374,3.792462348937988,4.135513351248336,4.2597001178437175,4.000247052823667
*C(=O)NNC(=O)c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(C(=O)NNC(=O)c3ccc(*)nc3)cc2)cc1,tg,256.0,239.8745880126953,221.95201735274617,225.2338100831495,231.75232984972826
*C(=O)NNC(=O)c1cccc(*)n1,egc,4.6124,4.189310550689697,4.516799145103322,4.465580426330604,4.322151608789636
*C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2ccc(*)nc2)n1,egc,3.6092,3.783291816711426,3.7033764479398497,3.699409837896721,3.744521096891872
*C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cccc(*)n2)c1,egc,4.479,3.855039596557617,3.900155258186823,3.9394629238667727,3.8912325808247132
*C(=O)NNC(=O)c1cccc(C(=O)NNC(=O)c2cnc(*)cn2)c1,egc,3.3027,4.026124477386475,3.912234376437843,3.8881548762854505,3.963759920411344
*C(=O)NNC(=O)c1cncc(C(=O)NNC(=O)c2ccc(*)nc2)c1,egc,3.9225,3.778400421142578,3.5442509436165626,3.713415945461993,3.7345719606842893
*C(=O)Nc1c(C)cc(Cc2cc(C)c(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(N=Nc5ccc(OC(F)(F)F)cc5)c(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)c(C)c2)cc1C,tg,278.0,271.2736511230469,294.10409902530955,296.23449546905687,283.2836455302487
*C(=O)Nc1c(C)cc(Cc2cc(C)c(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(N=Nc5ccc([N+](=O)[O-])cc5)c(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)c(C)c2)cc1C,tg,280.0,262.1707458496094,269.025343431847,270.08315225446034,265.886851049232
*C(=O)Nc1c(CC)cc(Cc2cc(CC)c(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(N=Nc5ccc(C)cc5)c(N5C(=O)c6ccc(*)cc6C5=O)c3)C4=O)c(CC)c2)cc1CC,tg,269.0,249.4093017578125,227.9758389137043,218.77612177339412,236.23634673039936
*C(=O)Nc1cc(C(F)(F)F)cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(C(F)(F)F)cc(N4C(=O)c5ccc(*)cc5C4=O)c2Oc2ccc(C(F)(F)F)cc2)C3=O)c1Oc1ccc(C(F)(F)F)cc1,tg,315.0,278.325927734375,283.22030754697766,289.2655289645709,282.3737639567554
*C(=O)Nc1cc(C(c2cc(C)c(C)c(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc5c(N6C(=O)c7ccc(*)cc7C6=O)cccc35)C4=O)c2)(C(F)(F)F)C(F)(F)F)cc(C)c1C,tg,250.0,289.1761169433594,289.2850912307308,271.94021020347134,284.65862399034313
*C(=O)Nc1cc(NC(=O)c2ccc(*)o2)c(N)cc1N,egc,2.8199,3.634291887283325,3.3886353810779255,3.421982457415561,3.5326870067468876
*C(=O)Nc1cc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc(*)ccc6[nH]5)c4)nc3c2)cc(-c2nc3ccccc3[nH]2)c1,egc,3.2918,2.8411009311676025,3.108508516063323,3.05055621297658,2.943346109383784
*C(=O)Nc1cc(NC(=O)c2ccc3[nH]c(-c4cccc(-c5nc6cc(*)ccc6[nH]5)c4)nc3c2)cc(-c2nc3ccccc3[nH]2)c1,tg,315.0,365.7671813964844,328.753057516486,318.86224983299815,344.5990696358721
*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,tg,371.0,324.58990478515625,284.6764580310038,298.68793634026565,308.2685971303418
*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5s4)cc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,tg,368.0,321.5509948730469,281.11502951553683,299.33419312558635,306.0768208101523
*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nnc(-c5ccccn5)o4)cc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc(-c2nnc(-c3ccccn3)o2)c1,tg,164.0,189.3932647705078,267.1106787277394,287.7574497093851,233.8074916970933
*C(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(N4C(=O)c5ccc(*)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,tg,361.0,311.5116271972656,289.3721498745313,309.4145707081591,305.6929130253003
*C(=O)Nc1cc(NC(=O)c2cccc(*)n2)cc(-c2nnc(-c3ccccn3)o2)c1,tg,255.0,178.1737518310547,148.27053668346522,174.84776888512965,170.18446738207132
*C(=O)Nc1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc7c(N8C(=O)c9ccc(*)cc9C8=O)cccc67)cc4)C5=O)cc3)n2)cc1,tg,295.0,303.6285400390625,297.0969594237024,296.36816532469066,300.1611417865948
*C(=O)Nc1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(NC(=O)c4ccc5c(c4)C(=O)N(c4cccc(P(=O)(c6ccccc6)c6cccc(N7C(=O)c8ccc(*)cc8C7=O)c6)c4)C5=O)cc3)n2)cc1,tg,258.0,269.6092834472656,260.24737708984094,272.0090106396472,268.0151039683519
*C(=O)Nc1ccc(-c2ccc(N3C(=O)CC(N4C(=O)c5ccc(*)cc5C4=O)C3=O)cc2)cc1,tg,219.0,157.3154754638672,232.56227919119183,238.67021373452985,196.65834443728494
*C(=O)Nc1ccc(-c2ccc(NC(=O)N3CC(C)N(*)CC3C)cc2)cc1,tg,250.0,184.9329833984375,178.31906656920208,176.09450483926133,181.03001057188985
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C(F)(F)F)c(C(F)(F)F)c1,tg,267.0,321.1724548339844,283.9984110362811,263.8108006994462,297.20989685409836
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2C)c(C)c1,tg,259.0,317.5884094238281,313.3833882509175,303.9775080847611,313.0003797679475
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc6c(N7C(=O)c8ccc(*)cc8C7=O)cccc56)cc3)C4=O)c(OC)c2)cc1OC,tg,304.0,279.19439697265625,279.5596927071395,268.679006400523,276.5094095510267
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5cccc6c(N7C(=O)c8ccc(*)cc8C7=O)cccc56)cc3)C4=O)cc2)cc1,tg,301.0,300.9596252441406,298.01303033850166,289.7345103449574,297.2998123766487
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,egc,2.4779,2.8573696613311768,2.8789700322419964,2.7887942695705252,2.8326350485030702
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,tg,370.0,322.6458740234375,319.08636225856355,299.4816301983717,315.693103849785
*C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(*)cc7C6=O)c5)c3)C4=O)cc2)cc1,tg,253.0,242.5734100341797,243.91004149383429,231.97996535167695,240.0988819083213
*C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4[nH]c(-c5ccc(-c6nc7cc(*)ccc7[nH]6)cc5)nc4c3)cc2)cc1,egc,2.6204,3.062265396118164,2.8807886597382275,2.9930497539941037,3.021021929451781
*C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc(*)ccc7[nH]6)c5)nc4c3)cc2)cc1,egc,2.9934,2.8553555011749268,3.001555589638956,3.015448400468642,2.9288450618126496
*C(=O)Nc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc(*)ccc7[nH]6)c5)nc4c3)cc2)cc1,tg,322.0,332.9239807128906,306.7884497368554,309.7960040212515,320.6110113919493
*C(=O)Nc1ccc(C(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(NC(=O)Nc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,tg,212.0,228.529541015625,210.79373603039292,211.66143543858388,219.86457835638714
*C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3C)cc2)(C(F)(F)F)C(F)(F)F)cc1,tg,320.0,253.39794921875,277.46768229888374,266.43322681078865,262.55911193724097
*C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3c(C)cc(C)c(N5C(=O)c6ccc(*)cc6C5=O)c3C)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,tg,250.0,320.6040954589844,292.27984896103226,289.8057886655049,305.74862365397223
*C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5ccc(N6C(=O)c7ccc(*)cc7C6=O)c(OC)c5)cc3OC)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,tg,250.0,283.8721618652344,269.54762281457124,275.9167478974057,278.36797667053577
*C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc6c5)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,tg,292.0,263.5006103515625,261.431271757536,253.2610213448774,260.3092411699391
*C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc5c(N6C(=O)c7ccc(*)cc7C6=O)cccc35)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,tg,250.0,321.1275939941406,298.6042649789165,288.78890512266537,307.2458368505787
*C(=O)Nc1ccc(C)cc1N1C(=O)CC(N2C(=O)c3ccc(*)cc3C2=O)C1=O,tg,237.0,163.54443359375,203.55433083039227,219.57974452988324,187.83187977748025
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC(C)CC(C)(C)C2)cc1,egc,2.7929,3.058180570602417,3.0445267304499017,3.101919139910053,3.0739666033128543
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC(C)CC(C)(C)C2)cc1,tg,328.0,320.2112731933594,322.7144122281367,319.859398873182,320.7138960582
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C(C)(C)C)CC2)cc1,egc,2.7711,2.8111684322357178,2.894480959035537,2.9052709644328405,2.85415545500436
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C(C)(C)C)CC2)cc1,tg,331.0,308.215087890625,311.48355093445593,321.52748527291504,312.5016688714368
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C(C)(C)CC)CC2)cc1,egc,2.8521,2.84173321723938,2.8627606209510184,2.781230988264753,2.820068281136093
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(C)CC2)cc1,tg,322.0,319.8177185058594,311.319788443036,320.39867472181965,317.94960686375276
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(CC)CC2)cc1,egc,2.9185,2.963486671447754,2.9742575479204043,2.9551846632635246,2.961145296016208
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCC(CC)CC2)cc1,tg,312.0,307.7884826660156,305.14406121277176,297.90447090988704,304.5540594101583
*C(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CCCCC2)cc1,egc,2.8477,3.0352628231048584,2.952854934344787,2.8429970873293824,2.954465545542428
