canon,target_type,y_true,y_pred_lgb,y_pred_mlp,y_pred_blend
*NC(=S)c1ccc(O*)cc1,eea,2.5935,2.8024329355854127,3.024155616760254,2.9007019345540703
*NC(F)(F)NC(*)(F)F,eea,1.6576,1.5164839252554845,1.2822730541229248,1.4126800756365783
*NCC(F)(F)C(*)(F)F,eea,0.6587,1.3774420322802787,0.969794750213623,1.1967699867830688
*NCCCNC(=O)NC(*)=O,eea,0.6578,0.9876123086274208,1.2182692289352417,1.0898410230906435
*NCNC(=O)OC(=O)NC(*)=O,eea,1.6859,1.456267135769496,0.9573819637298584,1.2351578374474956
*NOC(=O)O*,eea,1.6985,1.5104768681846643,1.8658475875854492,1.6679795858734732
*NOC(=S)O*,eea,2.7178,2.712238093984586,3.264620780944824,2.957057854451019
*Nc1ccc(*)cc1,eea,0.9827,1.3213298333264945,1.117997407913208,1.231211520678649
*Nc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,eea,1.5312,1.5060944634713982,1.7514188289642334,1.6148238893102982
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)cc1,eea,1.8885,1.940633473648066,2.1192626953125,2.019803158528758
*Nc1ccc(-c2ccc(-c3ccc(*)s3)cc2)s1,eea,2.0751,2.0189239076386087,1.7755279541015625,1.9110491670826504
*Nc1ccc(-c2ccc(C(*)=S)cc2)cc1,eea,2.5787,2.7230087458407346,2.7270305156707764,2.7247912215585384
*Nc1ccc(-c2ccc(C(*)=S)cc2)s1,eea,2.3374,2.9435765178500644,2.842189311981201,2.8986410192525804
*Nc1ccc(-c2ccc(C(*)=S)s2)cc1,eea,3.1722,2.7740543020346355,3.092160224914551,2.9150410086799514
*Nc1ccc(-c2ccc(C(*)=S)s2)s1,eea,3.3026,3.0677792314295576,3.0298314094543457,3.050960498863337
*Nc1ccc(C(=O)C(*)=S)cc1,eea,4.0513,3.388133424261012,3.746577739715576,3.546998380606861
*Nc1ccc(C(=O)O*)s1,eea,2.6486,2.1517241482714495,3.010432243347168,2.532309411187478
*Nc1ccc(C(=O)c2ccc(*)s2)cc1,eea,2.4618,2.813732090878656,3.138662099838257,2.9577432788461957
*Nc1ccc(C(=O)c2ccc(*)s2)s1,eea,3.0129,2.94051966943634,2.490114212036133,2.740896910076703
*Nc1ccc(C(=S)c2ccc(*)cc2)s1,eea,2.9139,3.142533251494876,2.843406438827514,3.0099582154644966
*Nc1ccc(NC(*)=S)s1,eea,2.2133,2.6372216615615107,2.0789806842803955,2.389805467016029
*Nc1ccc(NC(=O)NC(=O)NC(*)=O)s1,eea,1.5146,1.588093393594665,1.8226850032806396,1.692065989127677
*Nc1ccc(NC(=O)NONC(*)=O)s1,eea,1.3385,1.518020260288972,1.8707852363586424,1.6743680948266253
*Nc1ccc(Nc2ccc(*)s2)cc1,eea,1.0698,1.3119975728996065,1.238080382347107,1.2792369717573093
*Nc1ccc(Nc2ccc(*)s2)s1,eea,1.4393,1.2174083814996917,1.835522413253784,1.4913607206429185
*Nc1ccc(Oc2ccc(*)cc2)cc1,eea,1.1501,1.169252321156966,1.2252328395843506,1.1940632673283575
*OC(=O)C(=S)C(*)=O,eea,5.1004,4.209392062773851,4.4652276039123535,4.322780113085495
*OC(=O)c1ccc(C(*)=O)cc1,eea,3.2451,3.050751165174752,2.924330711364746,2.994720760981343
*OC(=O)c1ccc(C(*)=O)s1,eea,3.3779,3.520388571674582,3.2737388610839844,3.4110717438822364
*OC(=S)C(F)(F)C(*)(F)F,eea,3.6605,3.6637617554269823,3.2919936180114746,3.4989915906486857
*OC(=S)OC(*)=O,eea,3.1486,2.977731130903196,2.545419216156006,2.7861275525984137
*OC(=S)Oc1ccc(*)cc1,eea,1.8722,2.3635665627363855,2.788897752761841,2.5520762364083818
*OC(=S)Oc1ccc(*)s1,eea,2.5249,2.6706169997755755,2.1583032608032227,2.443556069337865
*OC(=S)c1ccc(-c2ccc(*)cc2)cc1,eea,2.7321,2.877481705814159,3.1420741081237793,2.994750856502334
*OC(=S)c1ccc(C(*)=O)cc1,eea,3.4955,3.765817347563979,3.5682175159454346,3.678239759440653
*OC(=S)c1ccc(C(*)=O)s1,eea,4.037,3.866718117589724,3.367513418197632,3.6454672025738315
*OC(F)(F)C(=O)C(*)(F)F,eea,3.6501,1.9722348441171207,2.6211953163146973,2.2598585352756935
*OC(F)(F)C(=S)C(*)(F)F,eea,4.3264,3.7390622319615496,3.620011329650879,3.6862980630709536
*OC(F)(F)c1ccc(C(*)(F)F)cc1,eea,2.1427,2.3441756548835953,1.5467345714569092,1.9907443478580957
*OC1C(CO)OC(*)C(O)C1O,eea,0.8344,1.269014732230933,1.8250949382781985,1.5154732582824852
*OCCC(=O)CC(=O)Oc1ccc(*)cc1,eea,2.0323,2.2535638597046055,1.6726202964782717,1.9960857247973376
*Oc1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,eea,1.6576,1.6210307940572315,1.8226463794708252,1.7103881915507715
*Oc1ccc(-c2ccc(C(*)=O)s2)s1,eea,2.952,2.96269581108181,2.819392204284668,2.899182678758425
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,eea,2.4594,2.5364251084335994,1.917032480239868,2.2619060866598786
*Oc1ccc(C(=O)c2ccc(C(=O)NOC(*)=O)s2)cc1,eea,3.5136,3.0789780225908023,2.968703508377075,3.030103608542955
*Oc1ccc(C(=S)c2ccc(*)cc2)cc1,eea,3.1315,2.782557235856948,2.8004581928253174,2.7904910616276886
*Oc1ccc(C(F)(F)C(*)(F)F)cc1,eea,1.7411,2.285289300551254,2.101168155670166,2.2036855579816788
*Oc1ccc(C(F)(F)C(*)(F)F)s1,eea,1.9642,2.2376289831627405,2.72943377494812,2.4556002088427507
*Oc1ccc(CC(*)=O)cc1,eea,1.5033,1.733255548809543,1.7884174585342407,1.7577036820412122
*Oc1ccc(Cc2ccc(*)cc2)cc1,eea,1.1795,1.056376844209914,1.2822829484939575,1.156499964728182
*Oc1ccc(OC(*)=O)cc1,eea,1.4499,1.6202745651656116,1.8064519166946411,1.7027896324940937
*Oc1ccc(OC(*)=O)s1,eea,1.7594,1.8392123968107048,1.6678407192230225,1.7632593047820126
*Oc1ccc(Oc2ccc(*)cc2)s1,eea,1.2264,1.3834722776742618,1.50380539894104,1.4368047347192658
*Oc1ccc(Oc2ccc(*)s2)s1,eea,1.3443,1.4670402183648792,1.3890973329544067,1.4324954019057272
*c1ccc(-c2ccc(*)s2)s1,eea,2.9681,2.160579887871515,2.162127733230591,2.1612659034527297
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)cc2)cc1,eea,2.2963,2.1568826589480614,2.259415626525879,2.202325966920747
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)cc3)s2)cc1,eea,2.3385,2.3282751308137626,2.670991897583008,2.4801695307088782
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)cc2)cc1,eea,2.6224,2.484587845044025,2.607368230819702,2.5390049463492677
*c1ccc(-c2ccc(-c3ccc(-c4ccc(*)s4)s3)s2)cc1,eea,2.752,2.6568358738898294,2.9796881675720215,2.799926204327724
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)cc2)cc1,eea,2.3351,2.2573293698419743,1.733374834060669,2.0251091591558383
*c1ccc(-c2ccc(C(F)(F)C(*)(F)F)s2)s1,eea,2.7568,2.806394269730758,2.753445625305176,2.782927070719456
*c1ccc(-c2ccc(Oc3ccc(*)s3)s2)cc1,eea,2.1082,2.130388611410918,2.0756585597991943,2.1061318806295235
*c1ccc(C(=O)C(F)(F)C(*)(F)F)cc1,eea,3.4595,3.335197840087305,3.328880548477173,3.332397973517807
*c1ccc(C(=O)C(F)(F)C(*)(F)F)s1,eea,3.7613,3.3609092782315737,3.359992742538452,3.3605030633842476
*c1ccc(C(=S)c2ccc(-c3ccc(*)s3)s2)cc1,eea,3.54,3.3342348909766257,3.4865593910217285,3.4017461444871753
*c1ccc(C(F)(F)CC(*)(F)F)cc1,eea,1.9565,2.0104828613813144,1.6748557090759275,1.8617306267926321
*c1ccc(C(F)(F)CC(*)(F)F)s1,eea,2.025,2.087024473785315,2.0982248783111572,2.0919885691812685
*c1ccc(C(F)(F)NC(*)(F)F)cc1,eea,2.1641,2.303231705698722,2.0053417682647705,2.1712048611767276
*c1ccc(C(F)(F)NC(*)(F)F)s1,eea,2.4083,2.357085405479564,2.293323278427124,2.3288255974871888
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)cc2)s1,eea,2.9023,2.455093132401091,2.249048948287964,2.363772949870264
*c1ccc(C(F)(F)c2ccc(C(*)(F)F)s2)s1,eea,2.5399,2.5279741658641055,3.2281014919281006,2.8382753543503583
*c1ccc(CC(F)(F)C(*)(F)F)s1,eea,1.8781,1.9201376994499617,1.9527702331542969,1.9346006601355548
*c1ccc(OC(=S)c2ccc(*)s2)cc1,eea,3.1094,3.1284288547359824,3.35762357711792,3.230009513142381
*c1ccc2oc(-c3ccc4nc(*)oc4c3)nc2c1,eea,3.155,2.048565486878179,1.9277490377426147,1.9950188156373714
*C#CC(=C(*)c1cnc2ccccc2c1)c1cnc2ccccc2c1,egb,0.5725,2.443947267150484,1.8573381900787351,2.2118481927359945
*C(*)C,egb,7.4047,7.628376629923047,6.495532035827637,7.180152775192544
*C(=O)C(=S)OC(*)=S,egb,1.4146,1.7305461137488067,1.5276517868041992,1.6502684853785345
*C(=O)C(F)(F)C(=O)C(*)(F)F,egb,3.1408,4.316517927152953,4.015206336975098,4.197300301780128
*C(=O)C(F)(F)CC(*)(F)F,egb,4.9978,5.046230817389253,5.408164978027344,5.18943450612592
*C(=O)C(F)(F)NC(*)(F)F,egb,5.0875,4.883550994149255,5.765072822570801,5.232335914890917
*C(=O)CC(F)(F)C(*)(F)F,egb,5.0395,5.128294121570213,6.3862762451171875,5.6260301742796655
*C(=O)NC(F)(F)C(*)(F)F,egb,5.4991,5.020776995978469,5.9803314208984375,5.400436470369815
*C(=O)OCCCCOC(=O)N1CCN(*)CC1,egb,6.4265,5.950325454813371,5.497786998748779,5.771273065590442
*C(=O)Oc1ccc(C(*)=S)cc1,egb,2.3448,2.172047753986838,2.5381436347961426,2.316898078340759
*C(=O)Oc1ccc(C(*)=S)s1,egb,1.9856,2.1202931607860513,2.350701093673706,2.2114568847228355
*C(=O)c1ccc(-c2ccc(-c3ccc(*)cc3)cc2)cc1,egb,2.5479,3.09179260422328,2.966665267944336,3.04228443929807
*C(=O)c1ccc(-c2ccc(C(*)=S)cc2)s1,egb,1.9265,1.7120532581655792,1.6321702003479004,1.6804465468043526
*C(=O)c1ccc(-c2ccc(C(*)=S)s2)s1,egb,1.6466,1.5386327003294502,0.9313523769378662,1.2983547938352094
*C(=O)c1ccc(C(=O)C(*)=S)cc1,egb,1.6753,1.9826678368965465,2.1544346809387207,2.050629494967532
*C(=O)c1ccc(C(=O)N2CCN(*)CC2)cc1,egb,4.7036,3.518626492857273,4.231848239898682,3.800821422685045
*C(=O)c1ccc(C(=O)c2ccc(*)cc2)cc1,egb,2.9556,3.017895383533884,2.775377035140991,2.9219400252030816
*C(=O)c1ccc(C(=O)c2ccc(*)s2)s1,egb,1.863,2.160338942289889,2.4120655059814453,2.2599376439158516
*C(=O)c1ccc(NC(=S)Oc2ccc(Nc3ccc(*)s3)s2)s1,egb,2.3992,2.1770331601814163,1.8221805095672607,2.036631357720047
